name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Tel Aviv,Israel",2022-05-26,29,18.1,24,29.1,18.1,24.3,16.9,66.4,0,0,0,,0,0,30.6,20.5,233,1014,12.6,9.6,552.5,30,10,,2022-05-26T05:37:33,2022-05-26T19:38:35,0.93,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-05-27,30,18,24.4,30.8,18,24.6,16.5,62.3,0,0,0,,0,0,25.9,16.6,246,1010.9,1.8,10,522.1,28.3,10,,2022-05-27T05:37:09,2022-05-27T19:39:13,0.96,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-05-28,30.3,20.4,25.3,30.4,20.4,25.5,17.5,64.3,0,0,0,,0,0,23.8,20.5,228.3,1009,4.5,10,515.1,28,9,,2022-05-28T05:36:46,2022-05-28T19:39:49,0.99,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-05-29,30,20,25.4,30.6,20,25.7,18.2,67,0,0,0,,0,0,25.2,18.4,252.8,1010.2,19.4,8.7,516.6,27.9,9,,2022-05-29T05:36:25,2022-05-29T19:40:25,1,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-05-30,31,20,25.2,31.4,20,25.3,18,68.1,0,0,0,,0,0,19.4,22.3,245,1010.8,24.7,8.3,535.9,28.9,10,,2022-05-30T05:36:05,2022-05-30T19:41:01,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-05-31,30,20,24.9,30,20,25.1,16.6,61.8,0,0,0,,0,0,21.2,19.3,245.9,1010.7,14.2,10,556.3,30.2,10,,2022-05-31T05:35:47,2022-05-31T19:41:35,0,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-01,28,20.8,24.2,28.9,20.8,24.3,18.3,70.5,0,0,0,,0,0,26.3,22.3,259.6,1009.1,26.9,10,529.1,28.5,10,,2022-06-01T05:35:31,2022-06-01T19:42:09,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-02,27,19.9,23.7,27.7,19.9,23.9,17.1,67.4,0,0,0,,0,0,20.9,18.4,203.9,1007.9,19.9,9.9,345.9,8.9,8,,2022-06-02T05:35:15,2022-06-02T19:42:43,0.04,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-03,29,17.7,24,30.3,17.7,24.3,16.1,62.2,0,0,0,,0,0,23.4,22.3,183.7,1009.4,4.2,10,551.9,29.7,10,,2022-06-03T05:35:02,2022-06-03T19:43:15,0.07,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-04,30,16.9,24.7,30,16.9,24.5,14.1,54.2,0,0,0,,0,0,29.2,18.4,203.4,1010.2,0,10,558,30.3,10,,2022-06-04T05:34:50,2022-06-04T19:43:47,0.11,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,D5LJ2,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-05,31,17.5,24.7,30.9,17.5,24.8,16.1,60.5,0,0,0,,0,0,29.2,22.3,247.7,1009.7,3.6,10,540.6,28.9,10,,2022-06-05T05:34:39,2022-06-05T19:44:18,0.14,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-06,29,20.8,25,29.9,20.8,25.3,18.5,68.9,0,0,0,,0,0,24.1,22.3,219.8,1009.2,27.2,9.9,558.7,30.2,10,,2022-06-06T05:34:30,2022-06-06T19:44:48,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-07,29,20.8,25.1,30.3,20.8,25.5,18.7,68.6,0,0,0,,0,0,25.6,18.8,210.2,1007.7,26.3,9.8,552.1,29.9,10,,2022-06-07T05:34:22,2022-06-07T19:45:17,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-08,30,20.2,25.5,31.9,20.2,26.1,18.5,65.8,0,0,0,,0,0,25.6,20.5,219.8,1009.2,16.1,10,546.9,29.4,10,,2022-06-08T05:34:16,2022-06-08T19:45:45,0.29,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-09,33,19.1,27.5,32.3,19.1,27,14.6,49.4,0,0,0,,0,0,29.5,18.4,203,1009.7,0,10,554.3,30,10,,2022-06-09T05:34:11,2022-06-09T19:46:12,0.35,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-10,34,21.9,27.8,32.7,21.9,27.7,16.1,51.9,0,0,0,,0,0,34.2,24.1,196.1,1010.3,2.4,10,565.6,30.6,10,,2022-06-10T05:34:08,2022-06-10T19:46:39,0.39,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-11,34,19.7,28.3,34.1,19.7,27.8,13.5,43.9,0,0,0,,0,0,27,18.4,198.8,1009.2,0.3,10,549.5,30,10,,2022-06-11T05:34:06,2022-06-11T19:47:04,0.44,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-12,29.3,22.7,26.4,31.4,22.7,27,17.2,57.6,0,0,0,,0,0,25.6,24.1,243,1006.6,20.6,10,536.5,29.1,10,,2022-06-12T05:34:06,2022-06-12T19:47:28,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-13,29,22.5,25.5,29.5,22.5,25.8,18.2,64.8,0,0,0,,0,0,28.1,25.9,246.9,1007.8,43.4,10,489.1,26.5,10,,2022-06-13T05:34:07,2022-06-13T19:47:51,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-14,30,20.3,25.4,30.6,20.3,25.6,18,65,0,0,0,,0,0,27.7,20.5,221,1009.5,28.2,10.4,588.1,32,10,,2022-06-14T05:34:10,2022-06-14T19:48:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-15,29,20.9,25.4,30.3,20.9,25.9,18.7,67,0,0,0,,0,0,33.1,22.3,209.3,1011.2,29.2,10,473.4,25.7,10,,2022-06-15T05:34:14,2022-06-15T19:48:34,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-16,30,21.9,26.1,32.6,21.9,26.9,19.8,69.1,0,0,0,,0,0,43.6,25.9,232.1,1010,32.9,10,546.4,29.6,10,,2022-06-16T05:34:19,2022-06-16T19:48:53,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-17,30,23.4,26.9,32.2,23.4,27.9,20.7,69.4,0,0,0,,0,0,30.6,22.3,253.9,1008.1,31,10,527.3,28.5,10,,2022-06-17T05:34:26,2022-06-17T19:49:12,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-18,30,23.1,26.5,32.6,23.1,27.5,20.9,72.2,0,0,0,,0,0,26.3,22.3,246.4,1007.6,37.4,10,546.4,29.5,10,,2022-06-18T05:34:34,2022-06-18T19:49:29,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-19,29,21.6,26,30.3,21.6,26.5,19.3,67.6,0,0,0,,0,0,28.4,18.9,266.7,1009.6,21.6,10.1,567.6,30.6,10,,2022-06-19T05:34:44,2022-06-19T19:49:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-20,28.4,20.7,25.1,28.9,20.7,25.3,17.7,64.8,0,0,0,,0,0,23.4,18.4,229.4,1010.8,20,9.9,569.6,30.8,10,,2022-06-20T05:34:54,2022-06-20T19:49:59,0.72,Clear,Partly cloudy throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-21,28.2,22.4,25.6,29.1,22.4,25.9,17.2,60.1,0,0,0,,0,0,31.3,25.9,241.4,1008.6,50.7,10,517.9,27.8,10,,2022-06-21T05:35:06,2022-06-21T19:50:13,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-22,28.7,23,25.8,30.2,23,26.4,18.8,65.5,0,0,0,,0,0,31.3,25.9,238.6,1005.2,52.2,10.2,545.1,29.7,10,,2022-06-22T05:35:20,2022-06-22T19:50:25,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-23,31,22.5,27.1,33.8,22.5,28,20,66.5,0,0,0,,0,0,27.4,24.1,223,1007,16.1,10,550.3,29.6,10,,2022-06-23T05:35:34,2022-06-23T19:50:35,0.87,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-24,33,22.7,27.8,36.1,22.7,28.7,18.1,56.5,0,0,0,,0,0,26.6,18.4,220.2,1006.8,7.8,10,548.2,29.6,10,,2022-06-24T05:35:50,2022-06-24T19:50:45,0.91,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-25,30,23.9,26.7,32.6,23.9,27.6,18.9,62.4,0,0,0,,0,0,35.6,25.9,253,1006,19.2,10,496.8,26.6,10,,2022-06-25T05:36:07,2022-06-25T19:50:52,0.95,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-26,30,22,26.3,30.7,22,26.8,18.6,63.7,0,0,0,,0,0,30.2,22.3,220.1,1009,27.8,9.9,557.5,30.3,10,,2022-06-26T05:36:25,2022-06-26T19:50:59,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-27,31,22.3,27,32.1,22.3,27.3,18,59.4,0,0,0,,0,0,23.8,17.4,226.5,1008.4,21.6,10,557.1,30,10,,2022-06-27T05:36:44,2022-06-27T19:51:04,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-28,30,22.2,26.7,31.9,22.2,27.4,19,63.6,0,0,0,,0,0,26.6,21.9,253.2,1006.8,20.1,10.1,563.5,30.5,10,,2022-06-28T05:37:05,2022-06-28T19:51:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-29,31,22.2,26.8,32.4,22.2,27.6,19.7,66,0,0,0,,0,0,29.2,24.1,223.6,1007,14.5,10,566.7,30.5,10,,2022-06-29T05:37:26,2022-06-29T19:51:09,0,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-06-30,31,20.9,26.6,32.4,20.9,27.3,19,64.5,0,0,0,,0,0,28.8,20.5,197.8,1006.6,6.8,10,568.7,30.8,10,,2022-06-30T05:37:49,2022-06-30T19:51:10,0.01,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-01,31,21.7,26.8,31.9,21.7,27.5,19.3,64.6,0,0,0,,0,0,25.2,20.5,215.6,1007,18.3,10,549.5,29.8,10,,2022-07-01T05:38:12,2022-07-01T19:51:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-02,31,22.7,26.8,32.4,22.7,27.6,20.3,68.4,0,0,0,,0,0,26.3,20.5,230.7,1007.1,28.2,10,557.7,30.1,10,,2022-07-02T05:38:37,2022-07-02T19:51:07,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-03,32,22.2,27.2,34.2,22.2,28.5,20.1,65.8,0,0,0,,0,0,23.8,20.5,237.5,1005.6,27.9,10,552.4,30,10,,2022-07-03T05:39:02,2022-07-03T19:51:03,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-04,31.9,22.9,27.8,33.6,22.9,29,20,63.6,0,0,0,,0,0,23.8,22.3,237.4,1005.4,7.7,10,551.3,29.8,10,,2022-07-04T05:39:29,2022-07-04T19:50:57,0.12,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-05,33,22.6,27.8,33.3,22.6,28.6,19.1,61.1,0,0,0,,0,0,23,20.5,223.1,1006.4,16.4,10,565.7,30.6,10,,2022-07-05T05:39:56,2022-07-05T19:50:50,0.17,Clear,Clear conditions throughout the day.,clear-day,"40180099999,40183099999,C0641,LLBG,40179099999"
"Tel Aviv,Israel",2022-07-06,31,24,27.3,32.9,24,28.2,20.5,67.8,0,0,0,,0,0,29.2,22.3,235,1006.2,39.2,10,560.8,30.4,10,,2022-07-06T05:40:24,2022-07-06T19:50:42,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C0641,LLBG"
"Tel Aviv,Israel",2022-07-07,31,24,27.5,32.9,24,28.6,20.2,65.2,0,0,0,,0,0,26.6,20.5,219.2,1007.2,47.1,10,556.7,30.2,10,,2022-07-07T05:40:53,2022-07-07T19:50:32,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C0641,LLBG"
"Tel Aviv,Israel",2022-07-08,31,22,27,32.9,22,27.9,17.8,57.8,0,0,0,,0,0,24.5,20.5,198.8,1006.8,25.5,10,562.6,30.4,10,,2022-07-08T05:41:23,2022-07-08T19:50:20,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C0641,LLBG"
